"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"JOCELYN.THIBAULT","2007-2008","BUF",11,338.93,149,22,85.23,89.77,-4.54,90.48,89.61,66.67,-6.76
"JOEY.MACDONALD","2008-2009","NYI",49,2023.12,1148,103,91.03,92.17,-1.14,97.76,88.48,81.77,-13.11
"JOEY.MACDONALD","2009-2010","TOR",6,239.12,115,8,93.04,93,0.04,100,91.3,71.43,0.05
"JOEY.MACDONALD","2010-2011","DET",15,561.9,295,21,92.88,92.43,0.45,99.19,94.7,67.5,1.32
"JOEY.MACDONALD","2011-2012","DET",14,618.37,248,18,92.74,92.67,0.08,99.17,96.15,72,0.19
"JOEY.MACDONALD","2012-2013","CGY",21,892.17,443,45,89.84,91.95,-2.11,97.18,90.78,70.79,-9.36
"JOEY.MACDONALD","2013-2014","CGY",11,485.6,218,22,89.91,91.87,-1.96,99.04,91.18,67.39,-4.28
"JOHAN.HEDBERG","2007-2008","ATL",35,1385.22,712,69,90.31,91.78,-1.47,99.1,90.28,70.41,-10.5
"JOHAN.HEDBERG","2008-2009","ATL",33,1240.7,616,56,90.91,91.68,-0.77,97.85,90.91,74.23,-4.77
"JOHAN.HEDBERG","2009-2010","ATL",47,1946.15,983,78,92.07,91.77,0.3,98.24,91.93,79.25,2.95
"JOHAN.HEDBERG","2010-2011","N.J",34,1357.9,604,50,91.72,92.21,-0.49,97.68,91.87,75.76,-2.93
"JOHAN.HEDBERG","2011-2012","N.J",27,1229.27,536,40,92.54,92.53,0.01,98.39,92.78,78.5,0.06
"JOHAN.HEDBERG","2012-2013","N.J",19,860.72,333,34,89.79,91.95,-2.17,97.76,89.52,76,-7.21
"JOHAN.HOLMQVIST","2007-2008","T.B/DAL",45,1858.35,800,81,89.88,92.9,-3.02,96.62,88.98,70.21,-24.18
"JOHN.GIBSON","2014-2015","ANA",23,1068.67,538,40,92.57,92.69,-0.13,98.86,91.94,75.28,-0.68
"JOHN.GIBSON","2015-2016","ANA",40,1806.37,764,60,92.15,92.66,-0.51,98.62,92.46,75.84,-3.91
"JOHN.GIBSON","2016-2017","ANA",52,2297.88,1086,71,93.46,92.33,1.13,97.94,95.04,80.73,12.29
"JOHN.GIBSON","2017-2018","ANA",60,2737.95,1446,103,92.88,91.9,0.97,98.42,93.53,80.56,14.09
"JOHN.GIBSON","2018-2019","ANA",57,2539.43,1360,98,92.79,91.42,1.37,98.01,93.19,82.74,18.66
"JOHN.GRAHAME","2007-2008","CAR",17,581.83,281,29,89.68,91.52,-1.84,96.04,91.27,74.07,-5.17
"JONAS.GUSTAVSSON","2009-2010","TOR",42,1820.73,874,76,91.3,92.4,-1.09,95.93,91.35,78.52,-9.54
"JONAS.GUSTAVSSON","2010-2011","TOR",23,972.72,488,44,90.98,92.62,-1.63,97.17,90.45,75.32,-7.97
"JONAS.GUSTAVSSON","2011-2012","TOR",42,1874.05,916,88,90.39,91.92,-1.52,97.2,88.34,80.2,-13.96
"JONAS.GUSTAVSSON","2012-2013","DET",7,280.91,112,12,89.29,91.79,-2.51,98.04,77.14,88.46,-2.81
"JONAS.GUSTAVSSON","2013-2014","DET",27,1170.19,539,47,91.28,92.86,-1.58,98.32,92.11,66.67,-8.52
"JONAS.GUSTAVSSON","2014-2015","DET",7,246.77,109,7,93.58,92.89,0.69,100,97.22,71.43,0.75
"JONAS.GUSTAVSSON","2015-2016","BOS",24,1002.3,502,43,91.43,92.66,-1.23,97.95,90.34,74.39,-6.16
"JONAS.GUSTAVSSON","2016-2017","EDM",7,277.19,119,12,89.92,91.84,-1.92,95.56,86.54,86.36,-2.29
"JONAS.HILLER","2007-2008","ANA",23,877.71,375,26,93.07,91.45,1.62,95.97,94.15,84.13,6.07
"JONAS.HILLER","2008-2009","ANA",46,1853.22,834,56,93.29,92.29,0.99,99.06,93.01,79.69,8.27
"JONAS.HILLER","2009-2010","ANA",59,2536.73,1374,93,93.23,92.05,1.18,97.45,92.69,85.59,16.26
"JONAS.HILLER","2010-2011","ANA",49,2085.3,1148,81,92.94,92.32,0.63,97.21,93.01,82.18,7.19
"JONAS.HILLER","2011-2012","ANA",73,3342.47,1594,133,91.66,91.85,-0.2,97.22,91.61,80.91,-3.12
"JONAS.HILLER","2012-2013","ANA",26,1178.48,493,31,93.71,92.52,1.2,97.64,95,83.17,5.9
"JONAS.HILLER","2013-2014","ANA",50,2219.91,1014,77,92.41,91.97,0.44,98.36,92.25,80.84,4.42
"JONAS.HILLER","2014-2015","CGY",52,2307.25,1145,84,92.66,92.34,0.32,97.09,92.48,82.57,3.7
"JONAS.HILLER","2015-2016","CGY",26,1056.4,495,52,89.49,91.76,-2.26,96.36,89.51,76.11,-11.21
"JONATHAN.BERNIER","2010-2011","L.A",25,1090.26,513,41,92.01,92.88,-0.88,97.82,91.39,76,-4.5
"JONATHAN.BERNIER","2011-2012","L.A",16,681.68,278,26,90.65,92.28,-1.64,99.29,87.18,75,-4.55
"JONATHAN.BERNIER","2012-2013","L.A",14,629.97,241,15,93.78,93.04,0.74,99.15,94.12,76.32,1.78
"JONATHAN.BERNIER","2013-2014","TOR",55,2422.15,1377,95,93.1,92.78,0.32,98.2,92.41,80.25,4.45
"JONATHAN.BERNIER","2014-2015","TOR",58,2455.81,1293,101,92.19,92.5,-0.31,97.06,89.96,83.62,-4.03
"JONATHAN.BERNIER","2015-2016","TOR",38,1694.63,895,78,91.28,92.94,-1.66,96.53,89.46,77.86,-14.84
"JONATHAN.BERNIER","2016-2017","ANA",39,1564.18,735,57,92.24,92.53,-0.29,97.13,93.36,76.92,-2.12
"JONATHAN.BERNIER","2017-2018","COL",37,1568,817,56,93.15,93.43,-0.28,97.58,92,77.88,-2.29
"JONATHAN.BERNIER","2018-2019","DET",35,1537.72,826,73,91.16,91.92,-0.76,95.38,91.2,80.26,-6.3
"JONATHAN.QUICK","2008-2009","L.A",44,1830.35,866,64,92.61,93.01,-0.4,97.61,91.77,77.23,-3.45
"JONATHAN.QUICK","2009-2010","L.A",72,3218.95,1413,116,91.79,92.49,-0.69,96.59,91.07,80,-9.82
"JONATHAN.QUICK","2010-2011","L.A",61,2764.43,1260,94,92.54,93,-0.46,97.15,91.04,81.6,-5.74
"JONATHAN.QUICK","2011-2012","L.A",69,3124.05,1379,91,93.4,92.89,0.51,98.25,92.36,80.54,7.1
"JONATHAN.QUICK","2012-2013","L.A",37,1652.45,687,64,90.68,92.26,-1.58,98.03,91.02,72.22,-10.86
"JONATHAN.QUICK","2013-2014","L.A",49,2205.52,872,64,92.66,92.18,0.48,98.99,92.44,79.46,4.22
"JONATHAN.QUICK","2014-2015","L.A",72,3335.2,1448,105,92.75,92.65,0.1,98.97,90.18,81.78,1.39
"JONATHAN.QUICK","2015-2016","L.A",68,3192.55,1367,97,92.9,92.61,0.3,96.96,91.92,84.06,4.05
"JONATHAN.QUICK","2016-2017","L.A",17,754.61,343,25,92.71,92.05,0.66,98.05,94.69,78.95,2.26
"JONATHAN.QUICK","2017-2018","L.A",64,2934.03,1442,103,92.86,92.06,0.8,96.94,93.42,81.48,11.53
"JONATHAN.QUICK","2018-2019","L.A",46,2174.43,1059,107,89.9,92.11,-2.21,97.68,87.01,77,-23.42
"JON.GILLIES","2017-2018","CGY",11,461.95,211,23,89.1,91.46,-2.36,95.83,87.32,77.27,-4.98
"JONI.ORTIO","2013-2014","CGY",9,404.3,159,19,88.05,92.11,-4.06,97.06,88.89,70.27,-6.45
"JONI.ORTIO","2014-2015","CGY",6,275.73,127,13,89.76,92.37,-2.61,92.59,89.58,84,-3.31
"JONI.ORTIO","2015-2016","CGY",22,960.92,460,37,91.96,92.32,-0.36,98.15,90.91,78.89,-1.65
"JOONAS.KORPISALO","2015-2016","CBJ",31,1447.98,771,51,93.39,92.19,1.19,98.11,92.65,83.33,9.18
"JOONAS.KORPISALO","2016-2017","CBJ",14,653.07,326,30,90.8,91.64,-0.84,96.05,94.29,73.91,-2.75
"JOONAS.KORPISALO","2017-2018","CBJ",18,846.17,450,45,90,91.64,-1.64,95.9,86.62,83.67,-7.38
"JOONAS.KORPISALO","2018-2019","CBJ",27,1153.08,557,50,91.02,91.89,-0.87,98.47,92.27,72.17,-4.83
"JORDAN.BINNINGTON","2018-2019","STL",32,1555.67,649,38,94.14,92.06,2.08,98.71,92.49,85.83,13.52
"JOSE.THEODORE","2007-2008","COL",53,2283.4,1031,86,91.66,91.77,-0.11,96.95,91.23,80.89,-1.1
"JOSE.THEODORE","2008-2009","WSH",57,2414.62,1094,92,91.59,92.33,-0.74,96.88,91.68,77.64,-8.08
"JOSE.THEODORE","2009-2010","WSH",47,1932.1,982,69,92.97,92.02,0.95,98.06,93.49,78.77,9.33
"JOSE.THEODORE","2010-2011","MIN",32,1381.77,715,61,91.47,92.67,-1.2,97.99,91.75,71.29,-8.6
"JOSE.THEODORE","2011-2012","FLA",53,2377.22,1162,81,93.03,92.32,0.71,97.39,93.45,81.31,8.28
"JOSE.THEODORE","2012-2013","FLA",15,593.35,308,28,90.91,92.7,-1.79,95.65,92.17,76.36,-5.51
"JOSH.HARDING","2007-2008","MIN",29,1134.65,592,50,91.55,92.66,-1.11,98.77,89.86,70.97,-6.57
"JOSH.HARDING","2008-2009","MIN",19,630,323,24,92.57,93.13,-0.56,97.83,92.11,72.73,-1.8
"JOSH.HARDING","2009-2010","MIN",25,995.6,534,42,92.13,92.44,-0.3,97.12,92.03,78.67,-1.62
"JOSH.HARDING","2011-2012","MIN",34,1425.73,755,60,92.05,92.49,-0.44,98.65,92.22,72.66,-3.29
"JOSH.HARDING","2013-2014","MIN",29,1323.63,530,31,94.15,93.75,0.4,98.43,89.47,84.81,2.13
"J-SEBASTIEN.AUBIN","2007-2008","L.A",19,612.03,293,33,88.74,92.16,-3.42,95.83,88.61,71.79,-10.02
"JUSTIN.PETERS","2009-2010","CAR",9,368.63,184,14,92.39,91.87,0.52,100,92.13,80,0.96
"JUSTIN.PETERS","2010-2011","CAR",12,508.76,260,28,89.23,91.68,-2.45,98.94,90.43,68.63,-6.36
"JUSTIN.PETERS","2011-2012","CAR",7,317.36,180,10,94.44,92.63,1.82,98.63,91.78,91.18,3.27
"JUSTIN.PETERS","2012-2013","CAR",19,771.23,401,42,89.53,90.74,-1.21,99.34,91.37,73.64,-4.86
"JUSTIN.PETERS","2013-2014","CAR",21,957.55,495,38,92.32,92.42,-0.1,98.17,94.51,74.74,-0.49
"JUSTIN.PETERS","2014-2015","WSH",12,512.95,230,26,88.7,91.77,-3.07,98.13,82.61,77.78,-7.07
"JUSTIN.POGGE","2008-2009","TOR",7,288.85,131,20,84.73,92.77,-8.04,96,79.03,73.68,-10.53
"JUUSE.SAROS","2016-2017","NSH",21,963.78,493,36,92.7,92.49,0.21,98.28,93.02,77.53,1.02
"JUUSE.SAROS","2017-2018","NSH",26,1165.4,617,42,93.19,91.53,1.67,97.58,93.17,84.17,10.28
"JUUSE.SAROS","2018-2019","NSH",31,1336.13,692,53,92.34,92.11,0.23,96.32,93.64,80,1.59
"KARI.LEHTONEN","2007-2008","ATL",47,1952.85,1128,89,92.11,92.04,0.07,98.18,93.06,74.85,0.74
"KARI.LEHTONEN","2008-2009","ATL",46,1903.55,1081,81,92.51,91.87,0.63,98.92,92.91,77.59,6.86
"KARI.LEHTONEN","2009-2010","DAL",12,469.39,254,20,92.13,92.57,-0.44,98.13,92.98,69.7,-1.13
"KARI.LEHTONEN","2010-2011","DAL",69,3135.26,1521,108,92.9,92.95,-0.05,97.46,93.56,76.47,-0.73
"KARI.LEHTONEN","2011-2012","DAL",59,2688.14,1267,96,92.42,92.96,-0.54,98.24,90.7,77.83,-6.8
"KARI.LEHTONEN","2012-2013","DAL",36,1539.43,787,60,92.38,91.64,0.73,97.53,93.28,80,5.77
"KARI.LEHTONEN","2013-2014","DAL",65,2969.33,1430,103,92.8,92.04,0.76,97.28,92.15,84.15,10.87
"KARI.LEHTONEN","2014-2015","DAL",65,2873.6,1438,124,91.38,92.12,-0.74,97.49,91.3,77.32,-10.69
"KARI.LEHTONEN","2015-2016","DAL",43,1826,879,80,90.9,92.16,-1.27,96.14,92.49,75.58,-11.13
"KARI.LEHTONEN","2016-2017","DAL",59,2600.53,1239,93,92.49,91.39,1.11,97.27,93.08,81.92,13.73
"KARI.LEHTONEN","2017-2018","DAL",37,1560.91,716,47,93.44,93.36,0.08,96.67,91.27,85.57,0.56
"KARRI.RAMO","2007-2008","T.B",22,984.65,495,44,91.11,92.56,-1.45,97.09,91.67,68.85,-7.19
"KARRI.RAMO","2008-2009","T.B",24,946.53,511,45,91.19,92.12,-0.93,97.35,91.44,72.31,-4.73
"KARRI.RAMO","2013-2014","CGY",40,1747.95,869,72,91.71,92.16,-0.45,98,91.39,77.25,-3.9
"KARRI.RAMO","2014-2015","CGY",34,1398.82,690,57,91.74,92.2,-0.46,98.06,92.18,76.81,-3.19
"KARRI.RAMO","2015-2016","CGY",37,1764.42,860,72,91.63,92.1,-0.47,98.35,91.3,74.53,-4.04
"KEITH.KINKAID","2014-2015","N.J",19,715.43,358,23,93.58,92.28,1.29,98.2,93.44,82.61,4.63
"KEITH.KINKAID","2015-2016","N.J",23,990.35,466,44,90.56,92.85,-2.29,98.62,89.77,68.49,-10.67
"KEITH.KINKAID","2016-2017","N.J",26,1150.86,585,40,93.16,92.3,0.86,99.23,93.49,77.98,5.06
"KEITH.KINKAID","2017-2018","N.J",41,1846.21,971,80,91.76,91.84,-0.08,97.67,91.79,79,-0.78
"KEITH.KINKAID","2018-2019","N.J",41,1771.5,927,87,90.61,91.72,-1.1,94.83,91.48,79.55,-10.23
"KEVIN.BOYLE","2018-2019","ANA",5,228.27,113,6,94.69,92.82,1.87,96.92,96.67,83.33,2.11
"KEVIN.POULIN","2010-2011","NYI",9,408.97,231,18,92.21,91.26,0.95,100,91.4,78.26,2.19
"KEVIN.POULIN","2011-2012","NYI",6,243.63,126,11,91.27,90.39,0.88,96.49,91.18,82.86,1.11
"KEVIN.POULIN","2012-2013","NYI",5,214.31,90,9,90,91.36,-1.36,97.22,94.12,70,-1.22
"KEVIN.POULIN","2013-2014","NYI",28,1283.55,665,65,90.23,92.11,-1.89,97.94,89.34,74.62,-12.54
"KEVIN.WEEKES","2008-2009","N.J",16,596.62,308,21,93.18,93.34,-0.16,97.2,92.13,81.58,-0.5
"LAURENT.BROSSOIT","2015-2016","EDM",5,233.09,117,15,87.18,90.78,-3.6,95.56,86.05,75.86,-4.21
"LAURENT.BROSSOIT","2016-2017","EDM",8,267,128,9,92.97,92.21,0.76,100,87.5,90.48,0.97
"LAURENT.BROSSOIT","2017-2018","EDM",14,596.87,271,25,90.77,91.96,-1.18,98.28,83.65,88.24,-3.21
"LAURENT.BROSSOIT","2018-2019","WPG",21,933.72,500,30,94,92.13,1.87,98.35,93.87,83.16,9.34
"LELAND.IRVING","2011-2012","CGY",7,310.95,185,18,90.27,92.27,-2,95,92.86,74.29,-3.7
"LELAND.IRVING","2012-2013","CGY",6,213.33,87,11,87.36,91.79,-4.44,95.56,88.46,62.5,-3.86
"LINUS.ULLMARK","2015-2016","BUF",20,954.08,477,37,92.24,92.77,-0.52,99.17,92.31,70.89,-2.5
"LINUS.ULLMARK","2017-2018","BUF",5,208.02,112,6,94.64,92.99,1.65,100,94.44,75,1.85
"LINUS.ULLMARK","2018-2019","BUF",37,1737.23,947,77,91.87,92.41,-0.54,96.59,91,80.9,-5.13
"LOUIS.DOMINGUE","2014-2015","ARI",7,251.7,116,10,91.38,90.98,0.4,95.74,91.89,84.38,0.46
"LOUIS.DOMINGUE","2015-2016","ARI",39,1699.87,890,61,93.15,92.78,0.37,97.06,95.49,78.12,3.25
"LOUIS.DOMINGUE","2016-2017","ARI",31,1282.35,694,54,92.22,92.56,-0.34,95.61,91.52,84.38,-2.36
"LOUIS.DOMINGUE","2017-2018","ARI/T.B",19,869.53,455,39,91.43,92,-0.57,97.69,89.73,79.57,-2.58
"LOUIS.DOMINGUE","2018-2019","T.B",26,1238.72,604,53,91.23,92.46,-1.23,97.44,90.79,75.73,-7.44
"MACKENZIE.BLACKWOOD","2018-2019","N.J",23,1011.8,548,41,92.52,92.12,0.39,97.31,92.31,81.13,2.16
"MALCOLM.SUBBAN","2017-2018","VGK",22,971.02,470,36,92.34,92.55,-0.21,97.83,89.31,82.72,-0.97
"MALCOLM.SUBBAN","2018-2019","VGK",21,1023.42,511,43,91.59,91.86,-0.27,96.33,92.79,76.47,-1.38
"MANNY.FERNANDEZ","2008-2009","BOS",28,1272.65,607,45,92.59,91.97,0.61,97.12,92.83,80.81,3.72
"MANNY.LEGACE","2007-2008","STL",65,2633.97,1180,87,92.63,92.49,0.14,97.51,91.99,82.47,1.66
"MANNY.LEGACE","2008-2009","STL",29,1064.78,501,53,89.42,92.93,-3.51,96.15,87.76,68.75,-17.57
"MANNY.LEGACE","2009-2010","CAR",28,1137.43,565,47,91.68,92.33,-0.65,98.17,89.29,83.16,-3.67
"MARC-ANDRE.FLEURY","2007-2008","PIT",34,1285.45,623,38,93.9,92.84,1.06,98.38,92.72,81.67,6.6
"MARC-ANDRE.FLEURY","2008-2009","PIT",62,2588.58,1297,95,92.68,93.1,-0.42,97.19,91.79,80.36,-5.49
"MARC-ANDRE.FLEURY","2009-2010","PIT",66,2787.76,1273,116,90.89,92.43,-1.54,96.75,90.4,76.77,-19.61
"MARC-ANDRE.FLEURY","2010-2011","PIT",64,2743.3,1283,94,92.67,92.37,0.3,98.32,93.18,78.63,3.86
"MARC-ANDRE.FLEURY","2011-2012","PIT",67,3023.52,1373,118,91.41,92.3,-0.89,98.85,90.76,75.75,-12.22
"MARC-ANDRE.FLEURY","2012-2013","PIT",33,1459.75,696,49,92.96,92.83,0.12,98.48,92.5,79.37,0.87
"MARC-ANDRE.FLEURY","2013-2014","PIT",64,2993.05,1352,109,91.94,92.98,-1.04,97.9,90.69,77.35,-14.06
"MARC-ANDRE.FLEURY","2014-2015","PIT",64,2933.91,1358,99,92.71,92.26,0.45,98.09,92.97,79.93,6.09
"MARC-ANDRE.FLEURY","2015-2016","PIT",58,2749.93,1295,88,93.2,92.73,0.48,98.5,91.85,82.5,6.21
"MARC-ANDRE.FLEURY","2016-2017","PIT",38,1663.77,903,76,91.58,91.58,0,98.46,91,79.91,0.03
"MARC-ANDRE.FLEURY","2017-2018","VGK",46,2134.1,1094,75,93.14,92.39,0.75,97.9,94.55,76.76,8.21
"MARC-ANDRE.FLEURY","2018-2019","VGK",61,2922.02,1373,113,91.77,91.93,-0.16,97.33,92.29,77.04,-2.24
"MARC.DENIS","2007-2008","T.B",9,305.16,143,19,86.71,90.54,-3.83,98.11,81.82,77.14,-5.47
"MAREK.MAZANEC","2013-2014","NSH",25,1096.99,520,47,90.96,93.01,-2.05,97.32,90.45,71.6,-10.66
"MARTIN.BIRON","2007-2008","PHI",60,2391.09,1249,91,92.71,92.54,0.17,97.96,92.52,75.78,2.18
"MARTIN.BIRON","2008-2009","PHI",55,2337.34,1280,107,91.64,92.36,-0.72,97.6,91.71,73.49,-9.17
"MARTIN.BIRON","2009-2010","NYI",29,1202.8,620,53,91.45,91.81,-0.36,97.12,90.46,79.79,-2.21
"MARTIN.BIRON","2010-2011","NYR",17,726.79,347,27,92.22,91.58,0.64,97.76,93.96,76.56,2.22
"MARTIN.BIRON","2011-2012","NYR",21,950.48,399,37,90.73,91.41,-0.69,95.78,92.7,79.17,-2.74
"MARTIN.BIRON","2012-2013","NYR",6,282.7,125,9,92.8,92,0.8,100,93.48,80,1
"MARTIN.BRODEUR","2007-2008","N.J",76,3265.58,1405,102,92.74,92.34,0.4,97.33,93.08,79.23,5.62
"MARTIN.BRODEUR","2008-2009","N.J",31,1336.23,616,40,93.51,92.63,0.87,98.15,93.65,79.79,5.38
"MARTIN.BRODEUR","2009-2010","N.J",77,3555.02,1584,119,92.49,92.69,-0.2,96.16,92.76,79.6,-3.22
"MARTIN.BRODEUR","2010-2011","N.J",56,2509.54,1054,94,91.08,92.61,-1.53,98.65,88.69,77.11,-16.13
"MARTIN.BRODEUR","2011-2012","N.J",59,2716.35,1171,105,91.03,92.69,-1.65,97.07,91.47,73.95,-19.38
"MARTIN.BRODEUR","2012-2013","N.J",29,1350.39,497,39,92.15,92.33,-0.18,97.94,91.77,78.12,-0.88
"MARTIN.BRODEUR","2013-2014","N.J",39,1810.15,731,71,90.29,92.62,-2.34,95.13,90.51,76.74,-17.07
"MARTIN.BRODEUR","2014-2015","STL",7,284.1,137,11,91.97,92.74,-0.77,98.33,91.23,75,-1.06
"MARTIN.GERBER","2007-2008","OTT",51,2054.75,1049,81,92.28,91.99,0.29,96.15,94.01,76.82,3.01
"MARTIN.GERBER","2008-2009","OTT/TOR",26,1166.03,606,54,91.09,92.35,-1.26,97.47,90.39,76.14,-7.65
"MARTIN.JONES","2013-2014","L.A",19,861.93,375,20,94.67,92.95,1.71,98.31,94.66,85.07,6.43
"MARTIN.JONES","2014-2015","L.A",15,625.8,249,21,91.57,92.56,-1,97.35,93.55,72.09,-2.48
"MARTIN.JONES","2015-2016","S.J",65,3050.55,1334,100,92.5,92.39,0.11,98.1,91.25,80.57,1.52
"MARTIN.JONES","2016-2017","S.J",64,3009.57,1313,110,91.62,91.79,-0.17,97.83,91.68,79.29,-2.17
"MARTIN.JONES","2017-2018","S.J",60,2757.87,1355,115,91.51,91.9,-0.39,97.34,90.04,81.25,-5.25
"MARTIN.JONES","2018-2019","S.J",62,2922.57,1310,138,89.47,91.25,-1.78,95.62,89.8,77.18,-23.35
"MARTY.TURCO","2007-2008","DAL",62,2635.65,1098,89,91.89,92.29,-0.39,97.9,91.26,77.42,-4.29
"MARTY.TURCO","2008-2009","DAL",74,3185.57,1458,133,90.88,92.26,-1.38,96.59,91.07,76.07,-20.12
"MARTY.TURCO","2009-2010","DAL",52,2322.14,1173,85,92.75,93.14,-0.39,96.96,92.09,78.62,-4.57
"MARTY.TURCO","2010-2011","CHI",29,1276.96,591,56,90.52,92.16,-1.63,98.71,89.93,71.43,-9.64
"MARTY.TURCO","2011-2012","BOS",5,222.13,88,11,87.5,92.34,-4.84,100,82.14,66.67,-4.26
"MATHIEU.GARON","2007-2008","EDM",47,1916.32,962,85,91.16,92.29,-1.13,98.18,90.98,71.17,-10.83
"MATHIEU.GARON","2008-2009","EDM/PIT",19,765.95,359,30,91.64,91.8,-0.16,98.39,95.03,64.81,-0.56
"MATHIEU.GARON","2009-2010","CBJ",34,1308.85,610,57,90.66,92.71,-2.05,98.43,89.06,73.63,-12.52
"MATHIEU.GARON","2010-2011","CBJ",36,1483.93,656,56,91.46,92.07,-0.61,97.47,91.7,77.78,-4
"MATHIEU.GARON","2011-2012","T.B",48,1970.99,926,84,90.93,92.36,-1.43,97.89,91.17,74.32,-13.21
"MATHIEU.GARON","2012-2013","T.B",18,730.03,356,31,91.29,92.98,-1.69,97.18,89.76,75,-6.01
"MATT.HACKETT","2011-2012","MIN",12,438.13,232,18,92.24,93.17,-0.93,98.31,89.47,78.95,-2.15
"MATT.HACKETT","2013-2014","BUF",8,334.28,176,16,90.91,93.05,-2.14,98.86,90.91,69.7,-3.76
"MATT.HACKETT","2014-2015","BUF",5,202.25,126,12,90.48,92.82,-2.34,95.08,91.67,70.59,-2.95
"MATTHEW.MURRAY","2015-2016","PIT",13,576.37,259,17,93.44,92.78,0.66,96,94.38,84.44,1.7
"MATTHEW.MURRAY","2016-2017","PIT",49,2215.52,1111,73,93.43,91.8,1.63,98.38,93.96,82.94,18.15
"MATTHEW.MURRAY","2017-2018","PIT",34,1433.25,720,69,90.42,92,-1.58,96.38,90.87,77.78,-11.41
"MATT.MURRAY","2017-2018","PIT",15,729.12,370,28,92.43,92.03,0.4,95.81,92.5,85.54,1.48
"MATT.MURRAY","2018-2019","PIT",50,2312.15,1259,84,93.33,92.45,0.87,98.79,90.95,83.94,11
"MAXIME.LAGACE","2017-2018","VGK",16,685.77,323,39,87.93,91.35,-3.42,96.12,90.55,67.16,-11.06
"MICHAEL.HUTCHINSON","2014-2015","WPG",38,1667.22,727,55,92.43,92.46,-0.03,97.85,92.8,78.99,-0.19
"MICHAEL.HUTCHINSON","2015-2016","WPG",30,1251.91,596,56,90.6,92.19,-1.59,97.43,93.78,71.76,-9.47
"MICHAEL.HUTCHINSON","2016-2017","WPG",28,1090.83,518,44,91.51,92.53,-1.03,97.72,92.79,73.63,-5.31
"MICHAEL.HUTCHINSON","2018-2019","FLA/TOR",9,398.88,193,19,90.16,92.81,-2.65,96.88,88.06,73.33,-5.12
"MICHAEL.LEIGHTON","2008-2009","CAR",19,726.07,350,32,90.86,91.59,-0.73,98.56,91.33,72.13,-2.56
"MICHAEL.LEIGHTON","2009-2010","CAR/PHI",34,1280.55,668,64,90.42,92,-1.58,97.8,88.81,76.15,-10.58
"MICHAL.NEUVIRTH","2009-2010","WSH",17,686.87,355,28,92.11,92.3,-0.19,97.39,92.57,75.93,-0.67
"MICHAL.NEUVIRTH","2010-2011","WSH",47,2072.37,967,78,91.93,92.73,-0.8,96.59,91.43,79.41,-7.69
"MICHAL.NEUVIRTH","2011-2012","WSH",38,1574.11,726,61,91.6,92.78,-1.18,97.09,92.48,73.28,-8.58
"MICHAL.NEUVIRTH","2012-2013","WSH",13,574.88,274,23,91.61,92.53,-0.93,97.87,90.48,75.51,-2.54
"MICHAL.NEUVIRTH","2013-2014","WSH/BUF",15,651.95,344,27,92.15,92.09,0.06,97.99,88.64,85.71,0.21
"MICHAL.NEUVIRTH","2014-2015","BUF/NYI",32,1469.45,834,62,92.57,92.74,-0.18,97.86,91.05,82.31,-1.49
"MICHAL.NEUVIRTH","2015-2016","PHI",32,1405.26,672,47,93.01,92.44,0.57,98.21,94.06,76.27,3.81
"MICHAL.NEUVIRTH","2016-2017","PHI",28,1094.22,470,46,90.21,92.2,-1.99,94.29,93.98,74.47,-9.33
"MICHAL.NEUVIRTH","2017-2018","PHI",21,832.76,424,29,93.16,92.39,0.77,98.09,93.88,76.47,3.27
"MICHAL.NEUVIRTH","2018-2019","PHI",7,303.37,141,18,87.23,93.48,-6.25,93.83,82.5,70,-8.81
"MIIKKA.KIPRUSOFF","2007-2008","CGY",76,3158.9,1465,115,92.15,92.79,-0.64,97,91.87,76.7,-9.35
"MIIKKA.KIPRUSOFF","2008-2009","CGY",76,3231.14,1518,135,91.11,92.44,-1.33,97.58,89.81,77.39,-20.22
"MIIKKA.KIPRUSOFF","2009-2010","CGY",73,3260.68,1521,109,92.83,92.59,0.24,98.02,92.9,77.06,3.7
"MIIKKA.KIPRUSOFF","2010-2011","CGY",71,3177.37,1430,119,91.68,92.79,-1.11,96.95,91.55,72.78,-15.88
"MIIKKA.KIPRUSOFF","2011-2012","CGY",70,3258.27,1615,115,92.88,92.66,0.22,98.09,91.18,81.06,3.53
"MIIKKA.KIPRUSOFF","2012-2013","CGY",24,1094.27,536,59,88.99,92.11,-3.11,97.57,86.74,73.15,-16.69
"MIKAEL.TELLQVIST","2007-2008","ARI",21,857,423,31,92.67,92.39,0.28,97.73,93.51,75.81,1.17
"MIKAEL.TELLQVIST","2008-2009","ARI/BUF",21,759.47,398,27,93.22,92.72,0.49,98.38,94.74,73.77,1.97
"MIKE.CONDON","2015-2016","MTL",54,2448.46,1137,99,91.29,92.34,-1.05,98.7,89.24,76.5,-11.89
"MIKE.CONDON","2016-2017","PIT/OTT",41,1817.33,847,68,91.97,92.62,-0.65,96.84,91.19,79.43,-5.52
"MIKE.CONDON","2017-2018","OTT",31,1330.56,733,58,92.09,92.19,-0.1,96.86,91.12,80.65,-0.72
"MIKE.MCKENNA","2008-2009","T.B",15,581.47,273,23,91.58,92.88,-1.3,97.06,90.51,79.41,-3.56
